person,current,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
John Mulaney,False,2008,2012,4,4,0,0,0,0,0,0,0,0,4,https://www.imdb.com/name/nm1825214/?ref_=fn_nm_nm_1,97,5,32,0.01744809023327352
Jillian Bell,False,2009,2010,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3255459/?ref_=fn_nm_nm_0,22,1,0,0.0038403905758430243
Hannibal Buress,False,2009,2010,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2868110/?ref_=fn_nm_nm_0,22,2,0,0.003966348954813451
Jessi Klein,False,2009,2010,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1585728/?ref_=fn_nm_nm_0,20,2,0,0.0037253850993917642
Christine Nangle,False,2009,2012,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3652881/?ref_=fn_nm_nm_1,62,2,0,0.010913285637715271
Ryan Perez (I),False,2009,2010,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1885677/?ref_=fn_al_nm_2,22,1,0,0.0038403905758430243
Heather Anne Campbell,False,2010,2011,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2216111/?ref_=fn_nm_nm_0,22,0,0,0.0037144321968725974
Matthew Craig (II),False,2010,2011,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2924462/?ref_=fn_nm_nm_1,5,0,0,0.0016662394257882594
Tom Flanigan (I),False,2010,2011,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2475841/?ref_=fn_nm_nm_1,1,0,0,0.001184311714944886
Shelly Gossman,False,2010,2012,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4586457/?ref_=fn_nm_nm_0,10,1,0,0.003458437230546946
Jonathan Krisel,False,2010,2011,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1730037/?ref_=fn_nm_nm_1,23,0,9,0.00408135443126471
Sarah Schneider,False,2010,2017,7,7,1,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1365351/?ref_=fn_nm_nm_0,75,1,0,0.038037482896493405
Zach Kanin,False,2011,2016,5,5,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2385671/?ref_=fn_nm_nm_1,97,0,0,0.017005895924122022
Chris Kelly,False,2011,2017,6,6,1,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6287571/?ref_=fn_nm_nm_2,88,0,0,0.041985388361958476
Pete Schultz,True,2011,2023,12,12,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3965483/?ref_=fn_nm_nm_0,226,0,8,0.04021393115984247
Neil Casey,False,2012,2013,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2654481/?ref_=fn_nm_nm_0,19,0,0,0.003352986413740067
Josh Patten,True,2012,2023,11,11,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4483652/?ref_=fn_nm_nm_1,192,0,0,0.0348346577800564
Claire Mulaney,False,2013,2015,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6004139/?ref_=fn_nm_nm_1,42,0,0,0.007187900538323506
Katie Rich,False,2013,2019,6,6,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5098521/?ref_=fn_nm_nm_0,106,1,0,0.01928002143972408
LaKendra Tookes,False,2013,2014,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6228635/?ref_=fn_nm_nm_1,11,0,0,0.00238913099205332
Jeremy Beiler,False,2014,2017,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1501030/?ref_=fn_nm_nm_0,61,0,0,0.00947705716482953
Dave McCary,False,2014,2018,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5050824/?ref_=fn_nm_nm_0,84,0,22,0.013914380927967186
Natasha Rothwell,False,2014,2015,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5625020/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Nicholas Rutherford,False,2014,2015,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm0751990/?ref_=fn_nm_nm_1,21,0,0,0.003593950269161753
Meredith Scardino,False,2014,2015,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2227704/?ref_=fn_nm_nm_0,9,0,0,0.002148167136631633
Chris Belair,False,2015,2016,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3677049/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Paul Masella,False,2015,2016,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3688724/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Dave Sirus,False,2015,2016,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3461468/?ref_=fn_nm_nm_0,30,0,0,0.004678287618559344
Will Stephen,True,2015,2023,8,8,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5560794/?ref_=fn_nm_nm_0,142,0,0,0.0256190720328121
Kristen Bartlett,False,2016,2018,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4434455/?ref_=fn_nm_nm_1,27,0,0,0.005380671622660856
Zack Bornstein,False,2016,2017,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4956526/?ref_=fn_nm_nm_1,21,0,0,0.003593950269161753
Joanna Bradley,False,2016,2017,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5400395/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Anna Drezen,True,2016,2022,6,6,2,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4871432/?ref_=fn_nm_nm_0,116,0,0,0.07035888233786208
Nick Kocher,False,2016,2018,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3304457/?ref_=fn_nm_nm_1,27,0,0,0.005380671622660856
Michael Koman,False,2016,2019,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_0,52,0,0,0.009456549602665983
Brian McElhaney,False,2016,2018,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3537795/?ref_=fn_nm_nm_1,27,0,0,0.005380671622660856
Drew Michael,False,2016,2018,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6569383/?ref_=fn_nm_nm_1,21,0,0,0.004657780056395796
Julio Torres,False,2016,2019,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm7088580/?ref_=fn_nm_nm_1,61,0,0,0.010540886952063573
Steven Castillo,True,2017,2022,5,5,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm9163311/?ref_=fn_nm_nm_1,89,0,0,0.016042040502435274
Claire Friedman,False,2017,2018,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm8077083/?ref_=fn_nm_nm_1,21,0,0,0.003593950269161753
Fran Gillespie,True,2015,2021,6,6,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5246001/?ref_=fn_nm_nm_0,123,0,0,0.02120225583183799
Sudi Green,True,2015,2021,6,6,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6003622/?ref_=fn_nm_nm_0,124,0,0,0.021322737759548835
Sam Jay,True,2017,2021,4,4,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm7615637/?ref_=fn_nm_nm_1,70,1,0,0.012815012467665633
Erik Marino,False,2017,2018,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm0547765/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Nimesh Patel,False,2017,2018,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm7964342/?ref_=fn_nm_nm_0,21,0,0,0.003593950269161753
Gary Richardson,False,2017,2021,4,4,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm6324751/?ref_=fn_nm_nm_0,79,2,0,0.014025308196033651
Streeter Seidell,True,2014,2023,7,7,2,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3289293/?ref_=fn_nm_nm_0,163,2,0,0.07019442234258946
Megan Callahan-Shah,True,2015,2021,6,6,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4916386/?ref_=fn_nm_nm_1,146,0,0,0.023973340169187386
Alison Gates,False,2018,2021,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm10384188/?ref_=fn_nm_nm_0,80,2,0,0.01308196033651045
Alan Linic,False,2018,2019,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm7860442/?ref_=fn_nm_nm_1,21,0,0,0.003593950269161753
Eli Coyote Mandel,False,2018,2019,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm8881698/?ref_=fn_nm_nm_1,21,0,0,0.003593950269161753
Dan Bulla,False,2019,2021,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4674057/?ref_=fn_nm_nm_0,60,0,0,0.009356575237118688
Emma Clark,False,2019,2021,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm8485344/?ref_=fn_nm_nm_0,27,0,0,0.005380671622660856
Dan Licata,False,2019,2021,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3915994/?ref_=fn_nm_nm_1,39,0,0,0.006826454755190977
Jasmine Pierce,False,2019,2023,4,4,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm5276392/?ref_=fn_nm_nm_1,47,0,0,0.009917969751345809
Mark Steinbach,True,2019,2023,4,4,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm9184163/?ref_=fn_nm_nm_1,58,0,0,0.011243270956165086
Celeste Yim,True,2020,2023,3,3,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm11940589/?ref_=fn_nm_nm_0,41,0,0,0.008131248397846706
Aristotle Athari,False,2021,2022,1,0,0,1,0,1,0,0,0,0,0,https://www.imdb.com/name/nm2776607/?ref_=fn_nm_nm_0,0,19,2,0.08851180350026801
Marcello Hernandez,True,2022,2023,1,0,0,1,0,1,0,0,0,0,0,https://www.imdb.com/name/nm13575138/?ref_=fn_nm_nm_0,0,1,0,0.08618978816620448
Molly Kearney,True,2022,2023,1,0,0,1,0,1,0,0,0,0,0,https://www.imdb.com/name/nm11579141/?ref_=fn_nm_nm_1,0,1,0,0.08618978816620448
Michael Longfellow (II),True,2022,2023,1,0,0,1,0,1,0,0,0,0,0,https://www.imdb.com/name/nm9089655/?ref_=fn_al_nm_0,0,1,0,0.08618978816620448
Devon Walker (VI),True,2022,2023,1,0,0,1,0,1,0,0,0,0,0,https://www.imdb.com/name/nm6698127/?ref_=fn_al_nm_1,0,1,0,0.08618978816620448
Nicole Sun (I),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4710100/?ref_=fn_al_nm_10,5,0,0,0.002730069213022302
Clare O'Kane (I),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm1567818/?ref_=fn_nm_nm_1,9,0,0,0.0032119969238656758
Rosebud Baker,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3497327/?ref_=fn_nm_nm_0,9,0,0,0.0032119969238656758
Mike DiCenzo,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3355350/?ref_=fn_nm_nm_1,21,0,0,0.004657780056395796
Billy Domineau,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2401797/?ref_=fn_nm_nm_0,21,0,0,0.004657780056395796
Sarah Sherman,True,2021,2023,2,2,0,2,0,2,0,0,0,0,0,https://www.imdb.com/name/nm7567645/?ref_=fn_nm_nm_1,0,17,4,0.08937848104215704
James Austin Johnson,True,2021,2023,2,2,0,2,0,2,0,0,0,0,0,https://www.imdb.com/name/nm4562498/?ref_=fn_nm_nm_0,0,19,2,0.08957563328750205
Alex English (X),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm8643737/?ref_=nv_sr_srsg_1,21,1,0,0.004783738435366223
Martin Herlihy,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm11958939/?ref_=fn_nm_nm_0,21,4,4,0.00527114259746918
John Higgins (XV),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm3769182/?ref_=fn_al_nm_3,20,4,4,0.005150660669758337
Vannessa Jackson,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm7781354/?ref_=fn_nm_nm_1,21,0,0,0.004657780056395796
Tesha Kondrat (II),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4871773/?ref_=fn_al_nm_0,21,0,0,0.004657780056395796
Jake Nordwind,True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm4053310/?ref_=fn_nm_nm_0,21,0,0,0.004657780056395796
Ben Silva (V),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm11131504/?ref_=fn_nm_nm_1,21,0,0,0.004657780056395796
Ben Marshall (IV),True,2021,2023,2,2,0,0,0,0,0,0,0,0,0,https://www.imdb.com/name/nm2951652/?ref_=fn_nm_nm_1,21,4,4,0.00527114259746918
